season,season_start_year,month,geography,estimate_50_64_years,estimate_ge_65_years,estimate_6_months_4_years,estimate_5_12_years,estimate_13_17_years,estimate_18_49_years,ci_lower_50_64_years,ci_lower_ge_65_years,ci_lower_6_months_4_years,ci_lower_5_12_years,ci_lower_13_17_years,ci_lower_18_49_years,ci_upper_50_64_years,ci_upper_ge_65_years,ci_upper_6_months_4_years,ci_upper_5_12_years,ci_upper_13_17_years,ci_upper_18_49_years,sample_size_50_64_years,sample_size_ge_65_years,sample_size_6_months_4_years,sample_size_5_12_years,sample_size_13_17_years,sample_size_18_49_years
2010-11,2010,9,Region 2,6.6,12.1,18.3,15.9,8.5,4,5.6,10.9,15.1,13,6.7,3.2,7.6,13.3,21.5,18.8,10.3,4.8,6457,6043,2027,2164,2038,6683
2010-11,2010,9,Region 3,6.7,12,17.3,12.9,7.9,4.8,5.9,11,14.7,10.7,6.3,4,7.5,13,19.9,15.1,9.5,5.6,11192,10955,4920,5443,3869,10468
2010-11,2010,9,Region 4,6.9,11.7,12.8,12.4,7.1,4.2,6.3,11.1,11.2,11,5.7,3.6,7.5,12.3,14.4,13.8,8.5,4.8,22413,25925,5470,6616,4875,18831
2010-11,2010,9,Region 5,5.8,10.1,16,11.4,6.8,4.3,5.2,9.3,13.8,9.9,5.1,3.7,6.4,10.9,18.2,12.9,8.5,4.9,14848,14157,4754,5583,3993,13283
2010-11,2010,9,Region 6,7.7,13.3,15.3,14.2,7.9,5.1,6.5,12.1,12.3,11.9,5.7,4.1,8.9,14.5,18.3,16.5,10.1,6.1,12898,14037,5335,5854,5376,11554
2010-11,2010,9,Region 7,5.5,9.8,14.7,10.4,8,4.3,4.7,9,12,8.2,5.7,3.5,6.3,10.6,17.4,12.6,10.3,5.1,12139,14122,2535,3477,1996,10399
2010-11,2010,9,Region 8,6.6,10.8,16.3,12.2,7.7,5,5.8,10,13.5,9.5,5.5,4.4,7.4,11.6,19.1,14.9,9.9,5.6,13257,12603,3938,5186,2894,12394
2010-11,2010,9,Region 9,6.2,11.3,16.1,14,9.8,4.3,5.4,10.3,13,11.8,5.9,3.5,7,12.3,19.2,16.2,13.7,5.1,8806,9639,3228,3974,2835,8821
2010-11,2010,9,United States,6.5,11.4,15.4,13,7.9,4.4,6.3,11,14.5,12.3,7.1,4.2,6.7,11.8,16.3,13.7,8.7,4.6,128820,132636,37895,46058,32846,116113
2010-11,2010,10,Region 1,28.1,43,48.3,38.9,29.2,17.5,26.9,41.6,43,35,25.4,16.5,29.3,44.4,53.6,42.8,33,18.5,16958,15823,3225,4701,2937,15418
2010-11,2010,10,Region 10,25.3,41.2,32.3,25.2,13.6,15.5,23.9,39.6,27.4,21.6,10.4,14.3,26.7,42.8,37.2,28.8,16.8,16.7,9852,9332,2463,3060,2033,8262
2010-11,2010,10,Region 2,25.6,42.8,37.6,35.6,21.5,14.4,23.8,40.8,33.4,32.1,18.6,12.8,27.4,44.8,41.8,39.1,24.4,16,6457,6043,2027,2164,2038,6683
2010-11,2010,10,Region 3,28.2,45,41.7,35.9,22.1,18.4,26.8,43.4,38,32.6,19.4,17,29.6,46.6,45.4,39.2,24.8,19.8,11192,10955,4920,5443,3869,10468
2010-11,2010,10,Region 4,26.5,44,30.2,30,18,16.3,25.3,42.8,27.5,27.7,16,15.3,27.7,45.2,32.9,32.3,20,17.3,22413,25925,5470,6616,4875,18831
2010-11,2010,10,Region 5,26.4,42.3,37.2,31.3,20,16,25.2,40.9,34,28.9,17.6,14.8,27.6,43.7,40.4,33.7,22.4,17.2,14848,14157,4754,5583,3993,13283
2010-11,2010,10,Region 6,28.4,44.8,35.3,31.1,19.9,16.7,26.6,43,30.9,27.9,17,15.1,30.2,46.6,39.7,34.3,22.8,18.3,12898,14037,5335,5854,5376,11554
2010-11,2010,10,Region 7,28.8,47.1,36,30.5,21.3,19.9,27.2,45.5,31.6,26.9,18,18.3,30.4,48.7,40.4,34.1,24.6,21.5,12139,14122,2535,3477,1996,10399
2010-11,2010,10,Region 8,29.3,44.6,42,33,22.4,19.6,27.9,43.2,37.4,29,19,18.4,30.7,46,46.6,37,25.8,20.8,13257,12603,3938,5186,2894,12394
2010-11,2010,10,Region 9,23,38.2,31.1,27,19.4,13.2,21.6,36.6,27.2,23.8,15.2,12,24.4,39.8,35,30.2,23.6,14.4,8806,9639,3228,3974,2835,8821
2010-11,2010,10,United States,26.5,43,35.4,31.3,20.2,16.2,25.9,42.4,34.1,30.3,19.2,15.8,27.1,43.6,36.7,32.3,21.2,16.6,128820,132636,37895,46058,32846,116113
2010-11,2010,11,Region 1,42.3,60.4,68.8,54.8,39.5,27.9,40.9,59,64.4,50.7,35.6,26.5,43.7,61.8,73.2,58.9,43.4,29.3,16958,15823,3225,4701,2937,15418
2010-11,2010,11,Region 10,35.7,54.8,46,38.5,22.6,23,34.1,53.2,40.4,33.7,18.2,21.4,37.3,56.4,51.6,43.3,27,24.6,9852,9332,2463,3060,2033,8262
2010-11,2010,11,Region 2,37.2,57.9,52.4,48.1,29,22,35,55.7,47.8,44.4,25.8,20,39.4,60.1,57,51.8,32.2,24,6457,6043,2027,2164,2038,6683
2010-11,2010,11,Region 3,39.7,60.5,59.1,49.7,30.5,27,38.1,58.9,55.3,46.2,27.2,25.4,41.3,62.1,62.9,53.2,33.8,28.6,11192,10955,4920,5443,3869,10468
2010-11,2010,11,Region 4,36,58.4,43.2,41.4,24.4,22.9,34.6,57.2,40,38.8,22.2,21.7,37.4,59.6,46.4,44,26.6,24.1,22413,25925,5470,6616,4875,18831
2010-11,2010,11,Region 5,37,56.9,51,44.4,28.3,22.9,35.6,55.3,47.5,41.6,25.6,21.5,38.4,58.5,54.5,47.2,31,24.3,14848,14157,4754,5583,3993,13283
2010-11,2010,11,Region 6,38.8,58.4,47,43.1,25.8,23.3,36.6,56.6,42.7,39.1,22.6,21.5,41,60.2,51.3,47.1,29,25.1,12898,14037,5335,5854,5376,11554
2010-11,2010,11,Region 7,40.8,62,50.5,44.5,30,29.6,39,60.2,45.3,40,26.2,27.6,42.6,63.8,55.7,49,33.8,31.6,12139,14122,2535,3477,1996,10399
2010-11,2010,11,Region 8,39.7,58.1,54.6,45.2,31.6,28.2,38.3,56.7,49.9,40.6,27.6,26.6,41.1,59.5,59.3,49.8,35.6,29.8,13257,12603,3938,5186,2894,12394
2010-11,2010,11,Region 9,32.1,51.4,46.8,39.4,26.9,18.9,30.5,49.8,42.2,35.7,22.5,17.5,33.7,53,51.4,43.1,31.3,20.3,8806,9639,3228,3974,2835,8821
2010-11,2010,11,United States,37.1,57.5,49.7,44,27.7,23.3,36.5,56.9,48.2,42.8,26.5,22.7,37.7,58.1,51.2,45.2,28.9,23.9,128820,132636,37895,46058,32846,116113
2010-11,2010,12,Region 1,45.6,64.6,74.7,59.3,43.3,31.3,44.2,63.2,70.6,55.1,39.3,29.9,47,66,78.8,63.5,47.3,32.7,16958,15823,3225,4701,2937,15418
2010-11,2010,12,Region 10,38.1,57.6,51.1,43.4,29.7,25.5,36.5,56,45.2,38.3,21.7,23.9,39.7,59.2,57,48.5,37.7,27.1,9852,9332,2463,3060,2033,8262
2010-11,2010,12,Region 2,40,61.1,60.3,53.9,33,25.1,37.8,58.9,55.5,50.2,29.3,22.9,42.2,63.3,65.1,57.6,36.7,27.3,6457,6043,2027,2164,2038,6683
2010-11,2010,12,Region 3,42.3,63.9,66.6,54.6,33.8,29.7,40.7,62.3,62.9,51.1,30.4,27.9,43.9,65.5,70.3,58.1,37.2,31.5,11192,10955,4920,5443,3869,10468
2010-11,2010,12,Region 4,38.7,61.9,50.3,44.8,25.8,25.2,37.3,60.7,46.6,42.1,23.5,23.8,40.1,63.1,54,47.5,28.1,26.6,22413,25925,5470,6616,4875,18831
2010-11,2010,12,Region 5,39.3,60.2,56.4,47.8,30.9,25.4,37.7,58.6,52.8,44.9,28.1,24,40.9,61.8,60,50.7,33.7,26.8,14848,14157,4754,5583,3993,13283
2010-11,2010,12,Region 6,42.2,61.3,53.8,47.3,27.7,26.1,40,59.5,49.4,43.2,24.3,24.1,44.4,63.1,58.2,51.4,31.1,28.1,12898,14037,5335,5854,5376,11554
2010-11,2010,12,Region 7,43.1,65.2,57,48.5,32.6,32.2,41.1,63.4,51.3,43.8,28.6,30.2,45.1,67,62.7,53.2,36.6,34.2,12139,14122,2535,3477,1996,10399
2010-11,2010,12,Region 8,41.9,60.3,58.6,48.9,34,30.3,40.3,58.9,53.7,44.1,29.9,28.7,43.5,61.7,63.5,53.7,38.1,31.9,13257,12603,3938,5186,2894,12394
2010-11,2010,12,Region 9,35.1,54.7,54.2,43.8,30,21.6,33.3,52.9,49.4,40,25.5,20.2,36.9,56.5,59,47.6,34.5,23,8806,9639,3228,3974,2835,8821
2010-11,2010,12,United States,39.8,60.8,56.4,48.2,30.5,26,39.2,60.2,54.9,46.9,29.3,25.4,40.4,61.4,57.9,49.5,31.7,26.6,128820,132636,37895,46058,32846,116113
2011-12,2011,1,Region 1,45,64.5,75.7,65.5,39.4,32.5,43.6,63.1,71.6,61.9,35.5,31.3,46.4,65.9,79.8,69.1,43.3,33.7,16515,15239,2509,4344,2874,17848
2011-12,2011,1,Region 10,38.5,58.6,59.9,45.8,23.9,26.6,36.7,56.8,53.2,42.1,20.2,25,40.3,60.4,66.6,49.5,27.6,28.2,8533,7985,1565,2563,2011,8636
2011-12,2011,1,Region 2,40.5,61,68.6,58.5,35.1,24.7,37.8,58.5,63.8,54.7,30.5,22.7,43.2,63.5,73.4,62.3,39.7,26.7,4947,4595,1362,1743,1593,6690
2011-12,2011,1,Region 3,44.1,65.7,66.1,53.5,34,30.3,42.5,64.1,61.2,50,30.5,28.9,45.7,67.3,71,57,37.5,31.7,12891,12638,3513,5223,4257,14414
2011-12,2011,1,Region 4,40.5,63.3,60.1,45.4,29.1,25.6,38.7,61.7,56.1,41.9,25.9,24,42.3,64.9,64.1,48.9,32.3,27.2,20191,21065,3388,5807,4031,20839
2011-12,2011,1,Region 5,41,59.7,63.7,47.7,28.9,26.8,39.4,58.1,60.2,45.2,26,25.6,42.6,61.3,67.2,50.2,31.8,28,14380,13275,2901,4843,3467,15626
2011-12,2011,1,Region 6,39.5,63,59.2,53.8,33.9,27.4,37.3,61,55.4,51.1,30.8,25.6,41.7,65,63,56.5,37,29.2,10452,11118,4379,6998,5198,11391
2011-12,2011,1,Region 7,47.6,70,62.6,49.4,25.7,32.2,46,68.6,57.4,45.8,22.1,30.8,49.2,71.4,67.8,53,29.3,33.6,12381,13356,1540,2554,1827,13857
2011-12,2011,1,Region 8,42.7,63.2,63.8,51.5,30.6,29.9,41.1,61.6,58.5,47.7,26,28.5,44.3,64.8,69.1,55.3,35.2,31.3,11308,10361,2266,3574,2860,13021
2011-12,2011,1,Region 9,36.8,57.2,61.5,50.3,31.7,22.8,34.1,54.7,55.3,45.5,26.4,20.8,39.5,59.7,67.7,55.1,37,24.8,7276,7542,1783,2935,2346,9130
2011-12,2011,1,United States,40.7,61.9,62.9,50.7,31.2,26.7,39.9,61.1,61.2,49.4,29.8,26.1,41.5,62.7,64.6,52,32.6,27.3,118874,117174,25206,40584,30464,131452
2011-12,2011,2,Region 1,45.9,65.9,76.8,66.9,40,33.8,44.5,64.5,72.8,63.4,36,32.4,47.3,67.3,80.8,70.4,44,35.2,16515,15239,2509,4344,2874,17848
2011-12,2011,2,Region 10,39.3,60.5,61.1,46.1,24.5,27.3,37.5,58.7,54.4,42.4,20.7,25.7,41.1,62.3,67.8,49.8,28.3,28.9,8533,7985,1565,2563,2011,8636
2011-12,2011,2,Region 2,41.8,61.9,70.6,59.2,36.2,25.7,39.1,59.4,65.8,55.4,31.5,23.7,44.5,64.4,75.4,63,40.9,27.7,4947,4595,1362,1743,1593,6690
2011-12,2011,2,Region 3,45.3,66.5,70.1,54.8,35.3,31.2,43.7,64.9,65,51.2,31.7,29.8,46.9,68.1,75.2,58.4,38.9,32.6,12891,12638,3513,5223,4257,14414
2011-12,2011,2,Region 4,41.5,64.8,61.7,46.6,32.9,26.9,39.7,63.2,57.8,43.1,28.7,25.3,43.3,66.4,65.6,50.1,37.1,28.5,20191,21065,3388,5807,4031,20839
2011-12,2011,2,Region 5,41.9,61,65.4,48.5,29.2,27.6,40.3,59.4,61.9,46,26.2,26.2,43.5,62.6,68.9,51,32.2,29,14380,13275,2901,4843,3467,15626
2011-12,2011,2,Region 6,40.7,64.7,62.6,55.5,36.5,28.8,38.5,62.5,58.9,52.7,33.1,27,42.9,66.9,66.3,58.3,39.9,30.6,10452,11118,4379,6998,5198,11391
2011-12,2011,2,Region 7,48.2,70.9,64.9,50.3,26.1,33,46.6,69.5,59.6,46.7,22.5,31.6,49.8,72.3,70.2,53.9,29.7,34.4,12381,13356,1540,2554,1827,13857
2011-12,2011,2,Region 8,43.6,64.9,65.4,52.7,31.1,31.3,41.8,63.3,60.2,48.9,26.4,29.9,45.4,66.5,70.6,56.5,35.8,32.7,11308,10361,2266,3574,2860,13021
2011-12,2011,2,Region 9,37.8,59.1,62.4,51.7,32.2,23.2,34.9,56.4,56.2,46.8,26.9,21.2,40.7,61.8,68.6,56.6,37.5,25.2,7276,7542,1783,2935,2346,9130
2011-12,2011,2,United States,41.8,63.3,64.9,51.9,32.7,27.7,41,62.5,63.2,50.6,31.2,27.1,42.6,64.1,66.6,53.2,34.2,28.3,118874,117174,25206,40584,30464,131452
2011-12,2011,3,Region 1,46.3,66.5,78.8,67.5,40,34.3,44.9,65.1,74.8,64,36,32.9,47.7,67.9,82.8,71,44,35.7,16515,15239,2509,4344,2874,17848
2011-12,2011,3,Region 10,40,61.3,63,46.8,25.2,27.8,38.2,59.5,56.4,43.1,21.3,26.2,41.8,63.1,69.6,50.5,29.1,29.4,8533,7985,1565,2563,2011,8636
2011-12,2011,3,Region 2,42.3,62.9,72.7,59.9,36.4,26.2,39.6,60.4,67.7,56.1,31.7,24.2,45,65.4,77.7,63.7,41.1,28.2,4947,4595,1362,1743,1593,6690
2011-12,2011,3,Region 3,45.8,67,71.4,56.4,35.7,31.6,44,65.4,66.3,52.6,32,30.2,47.6,68.6,76.5,60.2,39.4,33,12891,12638,3513,5223,4257,14414
2011-12,2011,3,Region 4,42.1,65.8,62.8,47.1,33.2,27.7,40.3,64.2,58.9,43.6,29,25.9,43.9,67.4,66.7,50.6,37.4,29.5,20191,21065,3388,5807,4031,20839
2011-12,2011,3,Region 5,42.3,61.9,67.5,49.4,29.2,27.9,40.7,60.3,63.7,46.8,26.2,26.5,43.9,63.5,71.3,52,32.2,29.3,14380,13275,2901,4843,3467,15626
2011-12,2011,3,Region 6,41.4,66.1,64.8,56.4,37,29.2,39,63.9,61,53.6,33.6,27.4,43.8,68.3,68.6,59.2,40.4,31,10452,11118,4379,6998,5198,11391
2011-12,2011,3,Region 7,48.7,71.4,65.6,50.5,26.1,33.4,47.1,70,60.3,46.9,22.5,32,50.3,72.8,70.9,54.1,29.7,34.8,12381,13356,1540,2554,1827,13857
2011-12,2011,3,Region 8,44,65.7,65.8,53.4,31.2,31.6,42.2,64.1,60.6,49.6,26.5,30.2,45.8,67.3,71,57.2,35.9,33,11308,10361,2266,3574,2860,13021
2011-12,2011,3,Region 9,38.3,59.9,63.5,55.7,35.3,23.8,35.4,57.2,57.3,50.3,29.2,21.8,41.2,62.6,69.7,61.1,41.4,25.8,7276,7542,1783,2935,2346,9130
2011-12,2011,3,United States,42.3,64.2,66.5,53.2,33.4,28.2,41.5,63.4,64.8,51.8,31.8,27.6,43.1,65,68.2,54.6,35,28.8,118874,117174,25206,40584,30464,131452
2011-12,2011,4,Region 1,46.7,67.1,79.2,67.7,40,34.5,45.3,65.7,75.2,64.2,36,33.1,48.1,68.5,83.2,71.2,44,35.9,16515,15239,2509,4344,2874,17848
2011-12,2011,4,Region 10,40.1,62,64.8,47.4,25.2,28.1,38.3,60.2,58.2,43.7,21.3,26.5,41.9,63.8,71.4,51.1,29.1,29.7,8533,7985,1565,2563,2011,8636
2011-12,2011,4,Region 2,42.5,63.3,74.5,60.5,36.4,26.3,39.8,60.8,69.3,56.6,31.7,24.3,45.2,65.8,79.7,64.4,41.1,28.3,4947,4595,1362,1743,1593,6690
2011-12,2011,4,Region 3,46,67.4,71.4,56.8,36,31.7,44.2,65.8,66.3,52.9,32.3,30.3,47.8,69,76.5,60.7,39.7,33.1,12891,12638,3513,5223,4257,14414
2011-12,2011,4,Region 4,42.8,66.2,63.3,48,33.5,27.7,40.8,64.6,59.4,44.5,29.3,25.9,44.8,67.8,67.2,51.5,37.7,29.5,20191,21065,3388,5807,4031,20839
2011-12,2011,4,Region 5,42.4,62.4,68.2,50,29.4,28.2,40.8,60.8,64.4,47.4,26.4,26.8,44,64,72,52.6,32.4,29.6,14380,13275,2901,4843,3467,15626
2011-12,2011,4,Region 6,41.9,66.4,65.5,57,37,29.4,39.5,64.2,61.7,54.2,33.6,27.6,44.3,68.6,69.3,59.8,40.4,31.2,10452,11118,4379,6998,5198,11391
2011-12,2011,4,Region 7,49,71.6,65.8,50.8,26.1,33.7,47.4,70.2,60.5,47.2,22.5,32.3,50.6,73,71.1,54.4,29.7,35.1,12381,13356,1540,2554,1827,13857
2011-12,2011,4,Region 8,44.2,65.7,68.3,53.4,31.2,31.7,42.4,64.1,62.4,49.6,26.5,30.3,46,67.3,74.2,57.2,35.9,33.1,11308,10361,2266,3574,2860,13021
2011-12,2011,4,Region 9,38.4,60.2,64.1,56.6,35.6,24.5,35.5,57.5,57.8,51.2,29.5,22.3,41.3,62.9,70.4,62,41.7,26.7,7276,7542,1783,2935,2346,9130
2011-12,2011,4,United States,42.6,64.6,67.2,53.8,33.6,28.4,41.8,63.8,65.5,52.4,32,27.8,43.4,65.4,68.9,55.2,35.2,29,118874,117174,25206,40584,30464,131452
2011-12,2011,5,Region 1,47.5,67.3,80.3,67.7,40,34.6,45.7,65.9,76,64.2,36,33.2,49.3,68.7,84.6,71.2,44,36,16515,15239,2509,4344,2874,17848
2011-12,2011,5,Region 10,40.1,62.6,64.8,48.1,25.2,28.7,38.3,60.6,58.2,44.2,21.3,26.9,41.9,64.6,71.4,52,29.1,30.5,8533,7985,1565,2563,2011,8636
2011-12,2011,5,Region 2,42.5,63.3,74.5,61.3,36.4,26.5,39.8,60.8,69.3,57.3,31.7,24.5,45.2,65.8,79.7,65.3,41.1,28.5,4947,4595,1362,1743,1593,6690
2011-12,2011,5,Region 3,46.4,67.5,72.9,56.8,36,31.9,44.6,65.9,67.7,52.9,32.3,30.5,48.2,69.1,78.1,60.7,39.7,33.3,12891,12638,3513,5223,4257,14414
2011-12,2011,5,Region 4,42.8,66.8,63.4,48.8,33.5,27.9,40.8,65,59.5,45.1,29.3,26.1,44.8,68.6,67.3,52.5,37.7,29.7,20191,21065,3388,5807,4031,20839
2011-12,2011,5,Region 5,42.4,62.5,68.2,50.2,30.3,28.2,40.8,60.9,64.4,47.6,27,26.8,44,64.1,72,52.8,33.6,29.6,14380,13275,2901,4843,3467,15626
2011-12,2011,5,Region 6,41.9,66.5,66.5,57.2,37,29.7,39.5,64.3,62.7,54.4,33.6,27.7,44.3,68.7,70.3,60,40.4,31.7,10452,11118,4379,6998,5198,11391
2011-12,2011,5,Region 7,49,72,66,50.8,26.1,34,47.4,70.4,60.7,47.2,22.5,32.6,50.6,73.6,71.3,54.4,29.7,35.4,12381,13356,1540,2554,1827,13857
2011-12,2011,5,Region 8,44.3,65.8,68.3,53.6,31.2,31.9,42.5,64.2,62.4,49.7,26.5,30.3,46.1,67.4,74.2,57.5,35.9,33.5,11308,10361,2266,3574,2860,13021
2011-12,2011,5,Region 9,38.4,60.8,64.4,56.6,35.6,24.8,35.5,58.1,58.1,51.2,29.5,22.4,41.3,63.5,70.7,62,41.7,27.2,7276,7542,1783,2935,2346,9130
2011-12,2011,5,United States,42.7,64.9,67.6,54.2,33.7,28.6,41.9,64.1,65.9,52.8,32.1,28,43.5,65.7,69.3,55.6,35.3,29.2,118874,117174,25206,40584,30464,131452
2011-12,2011,8,Region 1,0.6,1.1,4.8,3.4,,0.9,0.4,0.9,2.5,1.6,,0.7,0.8,1.3,7.1,5.2,,1.1,16515,15239,2509,4344,,17848
2011-12,2011,8,Region 10,0.6,1.1,2.7,3,,0.6,0.4,0.7,1.3,2,,0.4,0.8,1.5,4.1,4,,0.8,8533,7985,1565,2563,,8636
2011-12,2011,8,Region 2,,1.5,5.6,5.8,2,0.8,,0.7,3.4,3.8,1.1,0.4,,2.3,7.8,7.8,2.9,1.2,,4595,1362,1743,1593,6690
2011-12,2011,8,Region 3,0.8,1.2,5.2,4.7,2.9,0.6,0.6,0.8,3.1,3.5,2,0.4,1,1.6,7.3,5.9,3.8,0.8,12891,12638,3513,5223,4257,14414
2011-12,2011,8,Region 4,0.9,1.2,10.5,5.3,2.3,0.9,0.7,0.8,6,3.3,1.5,0.7,1.1,1.6,15,7.3,3.1,1.1,20191,21065,3388,5807,4031,20839
2011-12,2011,8,Region 5,0.6,1.2,4.7,3.9,3.9,0.7,0.4,0.8,3.4,3.1,2.5,0.5,0.8,1.6,6,4.7,5.3,0.9,14380,13275,2901,4843,3467,15626
2011-12,2011,8,Region 6,1.1,1.3,5.6,6.4,3.2,1,0.7,0.9,4.2,5.1,2.4,0.6,1.5,1.7,7,7.7,4,1.4,10452,11118,4379,6998,5198,11391
2011-12,2011,8,Region 7,0.8,0.8,4.4,3.7,2.9,0.6,0.6,0.6,1.9,2.7,1.2,0.4,1,1,6.9,4.7,4.6,0.8,12381,13356,1540,2554,1827,13857
2011-12,2011,8,Region 8,0.6,1.2,4.1,3.9,,0.8,0.4,0.8,2.6,2.3,,0.6,0.8,1.6,5.6,5.5,,1,11308,10361,2266,3574,,13021
2011-12,2011,8,Region 9,0.7,1.5,5.7,6.6,,1.2,0.3,1.1,3.2,4.2,,0.8,1.1,1.9,8.2,9,,1.6,7276,7542,1783,2935,,9130
2011-12,2011,8,United States,0.8,1.3,6.1,5.1,3.2,0.8,0.6,1.1,5.1,4.5,2.6,0.6,1,1.5,7.1,5.7,3.8,1,118874,117174,25206,40584,30464,131452
2011-12,2011,9,Region 1,7.5,11.6,18.4,14.7,10.6,5.2,6.7,10.8,14.9,12.1,7.5,4.6,8.3,12.4,21.9,17.3,13.7,5.8,16515,15239,2509,4344,2874,17848
2011-12,2011,9,Region 10,5.3,9.9,12.7,10.5,5.3,4.3,4.5,8.9,9.5,8.6,3.6,3.7,6.1,10.9,15.9,12.4,7,4.9,8533,7985,1565,2563,2011,8636
2011-12,2011,9,Region 2,7.4,11.9,21,18.8,7.7,5.1,6,10.3,17.3,15.8,5.9,4.1,8.8,13.5,24.7,21.8,9.5,6.1,4947,4595,1362,1743,1593,6690
2011-12,2011,9,Region 3,8,14.4,20.5,15.8,9.6,5.4,7.2,13.2,17,13.8,7.9,4.6,8.8,15.6,24,17.8,11.3,6.2,12891,12638,3513,5223,4257,14414
2011-12,2011,9,Region 4,7.3,13.5,20.1,13.4,8.5,4,6.5,12.3,15.7,11.2,6.1,3.4,8.1,14.7,24.5,15.6,10.9,4.6,20191,21065,3388,5807,4031,20839
2011-12,2011,9,Region 5,6.2,11.7,19.4,12.9,9.5,4.6,5.6,10.9,16.6,11.5,7.5,4,6.8,12.5,22.2,14.3,11.5,5.2,14380,13275,2901,4843,3467,15626
2011-12,2011,9,Region 6,7.1,14.3,19.1,17.1,9.6,6.4,6.1,12.9,16,15,7.9,5.4,8.1,15.7,22.2,19.2,11.3,7.4,10452,11118,4379,6998,5198,11391
2011-12,2011,9,Region 7,7.1,13,17,12.2,6.7,4.4,6.3,12,12.9,9.9,4.6,3.8,7.9,14,21.1,14.5,8.8,5,12381,13356,1540,2554,1827,13857
2011-12,2011,9,Region 8,7.1,12,16,14.4,6.4,6,6.3,11,12.5,11,4,5.2,7.9,13,19.5,17.8,8.8,6.8,11308,10361,2266,3574,2860,13021
2011-12,2011,9,Region 9,6.7,11.8,20.7,15.1,11.4,5.3,5.7,10.4,14.7,12.1,7.5,4.5,7.7,13.2,26.7,18.1,15.3,6.1,7276,7542,1783,2935,2346,9130
2011-12,2011,9,United States,7,12.7,19.4,14.7,9.1,5,6.6,12.3,17.9,13.8,8.2,4.8,7.4,13.1,20.9,15.6,10,5.2,118874,117174,25206,40584,30464,131452
2011-12,2011,10,Region 1,28.1,43.9,46.1,40.3,25.2,19.2,26.9,42.5,41.5,36.7,21.6,18.2,29.3,45.3,50.7,43.9,28.8,20.2,16515,15239,2509,4344,2874,17848
2011-12,2011,10,Region 10,23.6,38.6,31.4,27.7,14.1,14.7,22.2,37,26.2,24.7,11.2,13.5,25,40.2,36.6,30.7,17,15.9,8533,7985,1565,2563,2011,8636
2011-12,2011,10,Region 2,24.4,41.3,41.6,41.1,21.2,14.2,22,38.9,36.6,37.3,17.4,12.8,26.8,43.7,46.6,44.9,25,15.6,4947,4595,1362,1743,1593,6690
2011-12,2011,10,Region 3,28.7,46.8,44.1,37.4,23,18.1,27.3,45.2,39.6,34.3,20.3,16.9,30.1,48.4,48.6,40.5,25.7,19.3,12891,12638,3513,5223,4257,14414
2011-12,2011,10,Region 4,25.6,43.4,40.1,30.9,20.7,14.5,24.2,41.8,35.7,28.1,17.7,13.5,27,45,44.5,33.7,23.7,15.5,20191,21065,3388,5807,4031,20839
2011-12,2011,10,Region 5,25.9,41.1,42.1,32,20.6,17,24.7,39.7,38.6,29.8,17.9,16,27.1,42.5,45.6,34.2,23.3,18,14380,13275,2901,4843,3467,15626
2011-12,2011,10,Region 6,25.1,43.6,38,37.3,22,16.1,23.3,41.6,34.5,34.7,19.4,14.7,26.9,45.6,41.5,39.9,24.6,17.5,10452,11118,4379,6998,5198,11391
2011-12,2011,10,Region 7,32.5,48.7,38.6,34.6,18.2,19.9,31.1,47.3,32.9,31.3,15.1,18.9,33.9,50.1,44.3,37.9,21.3,20.9,12381,13356,1540,2554,1827,13857
2011-12,2011,10,Region 8,29,45.9,43.1,38.6,18.6,18.8,27.4,44.3,37.5,34.8,15,17.6,30.6,47.5,48.7,42.4,22.2,20,11308,10361,2266,3574,2860,13021
2011-12,2011,10,Region 9,22.7,39.6,40,32.8,21.3,13.2,20.7,37.2,33.5,28.7,16.7,11.8,24.7,42,46.5,36.9,25.9,14.6,7276,7542,1783,2935,2346,9130
2011-12,2011,10,United States,25.7,42.7,40.4,34.4,20.9,15.8,25.1,42.1,38.7,33.3,19.7,15.4,26.3,43.3,42.1,35.5,22.1,16.2,118874,117174,25206,40584,30464,131452
2011-12,2011,11,Region 1,39.8,58.8,64.4,56.3,34.8,27.6,38.4,57.4,59.8,52.5,30.9,26.4,41.2,60.2,69,60.1,38.7,28.8,16515,15239,2509,4344,2874,17848
2011-12,2011,11,Region 10,34.5,53.8,51.1,40.1,20.5,22.3,32.9,52,44.4,36.6,17,20.9,36.1,55.6,57.8,43.6,24,23.7,8533,7985,1565,2563,2011,8636
2011-12,2011,11,Region 2,35.5,55.1,58.3,52.1,29.4,20.4,33,52.6,53.3,48.2,25,18.6,38,57.6,63.3,56,33.8,22.2,4947,4595,1362,1743,1593,6690
2011-12,2011,11,Region 3,39.6,60.3,56.6,48.1,29.3,26.2,38,58.7,51.9,44.8,26.2,24.8,41.2,61.9,61.3,51.4,32.4,27.6,12891,12638,3513,5223,4257,14414
2011-12,2011,11,Region 4,35.9,56.8,50.9,40.3,26.6,20.9,34.1,55.2,46.6,36.9,23.4,19.5,37.7,58.4,55.2,43.7,29.8,22.3,20191,21065,3388,5807,4031,20839
2011-12,2011,11,Region 5,37,54.4,57.2,43,26.1,23.5,35.6,52.8,53.7,40.6,23.3,22.3,38.4,56,60.7,45.4,28.9,24.7,14380,13275,2901,4843,3467,15626
